154937	1072427
1621248	1621249
1621252	1621253
1621270	1621271
1625230	1625231
1543710	1543711
784616	784617
536429	536431
353216	353218
1621237	1621238
1621257	1621258
1621241	1621242
1621261	1621262
1133136	1133139
87860	87863
1157793	1157794
312826	312830
724409	724413
1621251	1621253
76218	76220
1003761	1003767
1543707	1543709
1621251	1621252
1621259	1621260
1621267	1621268
1543707	1543708
1545507	1545508
1553123	1553124
174995	175003
801850	1457194
15987	15992
469905	732054
290571	945933
1621270	1621272
1395283	1395293
1542119	1542120
1621255	1621256
1621271	1621272
549611	549625
796325	1058474
1098785	1098802
169826	694142
58576	713932
105660	629922
700399	1355755
1417422	1417428
253903	253907
327012	1113453
371405	371408
691438	691440
925926	1450204
716319	1502753
28453	421632
1007039	1138052
865562	1389860
485123	616235
536285	1322726
771277	771306
1007688	1138814
101034	1411734
371247	633353
12846	143872
42133	173221
504533	504551
132863	263882
177234	963689
542652	673670
590274	1114523
55410	579643
603526	603588
311388	704529
23000	809360
654355	785493
895982	1158071
214060	214123
1140485	1402697
179350	572629
117681	248831
474496	605635
260746	785104
188647	712892
3724	921302
651032	651084
317472	1103971
526166	919305
431754	431824
743614	1005797
534307	1451869
435954	1222276
277653	277744
602467	995587
435656	697772
229084	753340
1169307	1169395
275112	537295
433380	1350811
80431	1522248
407999	539078
926511	926551
1105998	1368114
108323	108378
409846	1458331
533750	664714
584107	977363
78091	340364
48174	1227960
371405	895561
403103	534046
359206	752568
92018	878574
204434	859662
926429	1057367
646634	1170791
41273	958890
242522	373697
20382	1199890
239441	1288165
222059	484294
214882	1525722
115462	639906
255663	517639
259537	1439081
161871	686326
235804	235944
522562	653817
87223	480269
134713	397055
297305	1345931
323623	454886
279147	934565
428134	821416
225524	1142828
350918	875038
256186	649312
256269	256479
502339	1288837
142712	535969
1002865	1002914
855934	1511344
1060690	1060743
414163	1462552
440200	964447
87927	87959
12790	667933
295286	688538
1386785	1518017
157679	288525
462701	1511320
925754	925916
747844	879013
619122	881307
369051	893309
70269	70285
75725	468794
672942	803930
945762	945808
81872	212774
845921	845972
1399822	1531131
358977	1276591
1304434	1435253
237708	369032
459009	720905
419848	420108
70269	332669
683312	814129
50628	312521
622187	884581
106124	1417106
643260	1298857
1528897	1529166
931875	1063209
12540	143848
279358	410146
196045	720090
296438	1213633
445601	1232274
291565	685001
375068	768056
26976	551002
165778	1214128
98980	361363
767019	1029404
783428	1439081
322262	453600
761021	761224
82316	1130666
265264	1183004
1253086	1384344
1261498	1523454
909773	1040526
977503	1501957
150885	1461300
506183	768014
399060	661407
340690	340885
52564	1494026
545187	1200375
91426	1139836
89739	221145
1124897	1518450
77952	471504
1394310	1394641
19793	805893
221428	1139135
683969	1339013
52231	1494347
748123	1272606
486470	1535240
285373	285663
105335	1284614
671063	801850
55352	1104195
573543	573716
1136364	1267605
82636	1000382
1242246	1242374
193967	848930
225947	488210
207922	732596
14989	15135
234451	496192
128428	259129
719408	981932
726081	1250752
113285	899856
145554	932099
7223	138647
135957	266934
732854	732945
1485976	1486128
564894	565046
200515	724706
687715	950221
68471	1510090
172353	434408
143386	799162
173685	174020
160877	292319
260344	1440090
136079	791095
106427	892417
72412	203625
34726	165477
300561	563161
130200	130385
171965	1089124
184610	315637
372702	503311
590892	591355
440021	702209
517768	780125
496877	759101
121994	1170808
221089	1269333
622734	885103
612786	1005651
711847	712014
508801	639588
206682	1255098
55746	1234979
605966	999163
70285	332669
790318	1445571
121994	253311
267261	922122
278970	1065040
1621247	1621249
479740	1003530
1621247	1621248
400680	1187644
409724	934519
1240147	1502801
423989	686641
313363	838161
681356	812934
409086	671741
402540	1451628
305527	306022
823463	1479336
732874	1518794
41338	303968
552090	683655
431227	562772
728941	1514841
770140	770673
133432	396050
93924	617695
482214	1530243
66859	853776
1269950	1270406
95254	489001
552158	945890
671909	934554
437424	568963
657980	1181722
1219	1667
41273	435071
40329	40904
324251	585941
330634	985544
409524	540142
221127	1007006
34856	297589
211259	1522550
8631	402411
314805	315374
222516	354153
163881	819834
573808	967446
430175	954934
80206	80683
798	1442145
268987	530654
497017	497428
697213	1220875
983104	1245746
218953	1004843
205839	337529
143667	537421
581002	712702
94049	1273097
50306	50937
593950	725601
851295	851745
193967	587559
45084	701075
489215	1143919
1141017	1534868
214672	738325
648396	1041991
390035	1306888
27201	682200
51808	313584
263039	786914
449908	712685
332358	1380558
236971	1416996
196855	1245820
412476	674220
446231	707973
409626	1327784
94898	1142787
61501	62111
37637	561577
583266	1107166
361562	1148648
216848	871864
982554	1244321
907251	1430848
368011	1285942
636854	1029404
1334733	1466210
292103	948130
219937	612762
864779	995515
3243	3615
77785	601447
1209	525830
258052	1438379
313819	314208
411212	673023
302047	1087755
610071	1265103
105376	1153395
522124	783686
654273	915724
187339	841999
256211	256537
177760	1488056
175477	1224628
56727	450368
923241	1316005
273731	536473
120503	1430649
1113191	1375929
73583	466358
262180	525001
162294	162576
224303	224969
731711	862420
278539	279268
3505	1445714
235648	629375
245249	1031419
289640	944539
290664	945561
323705	455303
154277	1464399
587559	848930
739063	869876
17045	672150
170070	432984
281921	282186
92062	746649
378752	1164443
692713	955133
710369	1365486
949520	949767
198616	1246416
108407	1025120
1337149	1467427
461332	592135
5409	1447464
448562	973605
135555	266906
21884	1201739
254057	779079
279088	1196289
828379	1482982
714519	1106981
567179	1221816
492147	885075
874415	1528985
335319	728811
586046	979456
1131347	1392750
731705	1386776
54403	841679
478293	1396484
872271	1395730
1215470	1476774
359720	622187
1155943	1417260
657543	789459
467511	1122677
175477	175648
336040	1123298
56734	1105645
971033	1102435
437668	700111
354745	1534659
620984	883413
515431	1039877
185136	970838
43021	699240
6492	1055293
637345	637653
302174	827171
681916	1074385
847509	1502710
45310	1356688
279890	280109
91329	1271724
730914	861348
1116867	1378629
505244	767508
10503	928386
366173	497102
791261	921928
183622	970451
716158	1240824
397734	922122
1115480	1246963
543181	543329
258730	1044745
429929	1477833
214307	214677
69705	1381354
1004691	1005348
125538	256479
663703	926551
648273	1042323
1048105	1179134
487194	617695
768574	1423851
658985	1445349
361989	493013
186787	449140
899437	899774
38738	300175
177640	833084
65500	719884
191996	192033
343549	605713
1263613	1393691
58338	581641
194769	457521
216804	347398
562007	954551
746704	1140515
1139606	1269883
190620	715621
771766	1426777
303908	958685
82797	475295
152905	415418
737823	1131005
131063	1309727
684037	1209314
66146	984684
562635	823757
236196	1023659
410858	540910
229711	623950
625854	755891
149555	412709
460134	721273
38205	954663
170703	302812
31519	1343260
281355	1462016
674210	806335
35238	429502
7772	1317484
310993	1227503
112266	1028781
278539	1328178
491058	621077
913092	1436401
703644	833717
346876	1134297
429353	952594
14228	144303
383569	384616
347749	608851
923186	1053200
546511	807562
159694	813955
312648	835844
147454	539571
70269	726591
383743	384691
1103959	1367069
102426	234582
431960	824093
24137	285214
8572	927014
852817	853765
159641	1076189
613254	1400824
141348	1190994
509755	639827
391129	521149
494289	626357
13497	1061058
450368	973605
201640	858069
59803	1502710
361325	1279744
112036	897322
98169	883702
684260	1471614
793642	1054909
298534	1346234
297359	953608
644847	1036903
58801	188704
1518392	1519533
660546	790739
925245	1448638
185867	709278
616040	1139437
411721	1330425
492505	886641
