325408	587564
1568950	1568951
1574572	1574573
1568980	1568981
1569294	1569295
1568934	1568935
1569290	1569291
1584964	1584965
1584970	1584971
1584972	1584973
1585168	1585169
1569306	1569307
1569308	1569309
1569354	1569355
1569244	1569245
1584982	1584983
1554842	1554843
1569344	1569345
1569322	1569323
1625220	1625221
1569342	1569343
1625208	1625209
1584968	1584969
1625196	1625197
1568976	1568977
1584986	1584987
1584996	1584997
1585166	1585167
1625248	1625249
1569372	1569373
1569366	1569367
1584988	1584989
1625204	1625205
1569362	1569363
1569256	1569257
1568990	1568991
1543712	1543713
1568938	1568939
1569238	1569239
1568972	1568973
1625212	1625213
1569166	1569167
1569254	1569255
1568962	1568963
1585000	1585001
218700	218701
1569332	1569333
1585178	1585179
1569288	1569289
1568946	1568947
1569242	1569243
1584992	1584993
1569384	1569385
1569258	1569259
1569368	1569369
1568964	1568965
1625198	1625199
1625250	1625251
1569368	1569370
1574572	1574574
665001	1451447
1584981	1584983
1584988	1584990
1569332	1569334
1584992	1584994
1584985	1584987
1568961	1568963
1569372	1569374
1569341	1569343
1569257	1569259
1569248	1569250
1569241	1569243
1569256	1569258
1568980	1568982
1568933	1568935
1574573	1574574
1584977	1584978
1569381	1569382
1569317	1569318
1569341	1569342
1584985	1584986
1584989	1584990
1584993	1584994
1569357	1569358
1569297	1569298
1569329	1569330
1584981	1584982
1568961	1568962
1569325	1569326
1568969	1568970
1569373	1569374
1569349	1569350
1568933	1568934
1569333	1569334
1569369	1569370
1569257	1569258
1569256	1569259
1625201	1625202
1569241	1569242
1568981	1568982
405330	929630
214923	214927
1569241	1569245
464920	1251337
228888	228893
1569371	1569374
1568979	1568982
1569241	1569244
1568946	1568948
1584971	1584973
1584970	1584972
1568979	1568981
1568938	1568940
1569242	1569244
1569243	1569245
1569371	1569373
1569290	1569292
1569243	1569244
1584971	1584972
10903	535192
1569347	1569348
1569339	1569340
1569291	1569292
1568947	1568948
1569203	1569204
1585171	1585172
1569371	1569372
195744	195751
1584970	1584973
1569251	1569252
1569299	1569300
1568939	1568940
1569242	1569245
1568979	1568980
174995	175003
469905	732054
1584999	1585001
1585159	1585160
1584999	1585000
305248	1091707
279711	803974
549611	549625
796325	1058474
1098785	1098802
587679	849800
391233	915546
35554	1084135
488638	750756
631502	893661
1568975	1568984
1418926	1418937
1569350	1569375
1568975	1568978
1585166	1585168
1585167	1585169
1568975	1568977
1569294	1569296
115789	115795
1584975	1584976
1585166	1585169
1585167	1585168
1625160	1625175
1569359	1569360
1387274	1387285
1568975	1568976
1569295	1569296
716319	1502753
52382	576690
185497	1234092
1569350	1569376
771277	771306
1162772	1162812
386432	386474
1568975	1568995
547733	1334180
419231	1205669
1568972	1568994
353461	877714
429783	954096
1568975	1568992
1190262	1452352
876358	876404
504533	504551
1563482	1563500
410528	1459084
681034	681076
37205	561507
1543710	1543712
1569119	1569120
1543710	1543713
1569375	1569376
127642	1438414
16497	1064992
55410	579643
489155	751245
184344	184411
194914	981293
51080	51148
518408	780608
1218052	1218113
15204	1063740
990225	1252423
531141	1317522
143173	667393
426120	426181
338420	600501
911068	1173135
304693	829039
651032	651084
257589	781928
1155200	1155288
1569209	1569248
1168437	1168494
1134946	1396998
228558	1014947
141352	141388
74795	336969
145402	931729
1193283	1455407
123369	1434005
42665	304836
586016	1372502
520095	520178
23471	23518
526365	526447
1569182	1569260
253345	253394
21047	21058
77785	1388472
910271	910281
1090091	1090140
208545	208598
926511	926551
889466	1151519
108323	108378
23767	1334463
684971	1209295
804352	1066594
1568959	1568960
180021	1490851
78091	340364
454676	1241223
38000	38138
737879	1524416
832351	1094605
643400	1429978
953911	1216164
92018	878574
373720	1160028
495663	1282217
648198	648341
763181	763318
471415	1520120
501809	1026203
239441	1288165
477277	477429
574883	1099026
479016	479105
80953	81042
115462	639906
1257497	1257641
510734	1297323
235804	235944
1068843	1331098
856259	1380460
634029	896030
502090	1026434
1154864	1417215
81358	1129744
700608	962581
613503	613549
1002865	1002914
1060690	1060743
776015	776090
438141	1486778
252761	252801
111223	111277
138317	138384
10272	796876
429655	691902
782048	1306142
424166	1472542
84604	84629
226104	1012703
7212	7360
1136545	1398603
48472	1359295
845921	845972
716653	716693
629253	1415909
7639	1056058
201726	987916
447718	1233933
1260510	1522398
941224	941485
578721	1103286
770623	770863
696946	1221496
337097	337374
465157	1251338
196045	720090
432479	1480815
144121	1455051
225747	1274084
159432	684010
611404	873826
876447	1400493
101765	887973
1430189	1430431
98980	361363
767019	1029404
1160278	1422699
1383145	1383378
639310	1163373
44535	568509
520014	1306142
340690	340885
91426	1139836
269869	270203
190503	715124
492197	754674
171969	433819
486470	1535240
364607	627028
1189563	1189842
276534	276828
604775	604938
683157	683493
838737	838944
205365	729935
228484	1015290
75891	76039
496915	1021031
1417439	1417633
104310	1152737
279990	541747
606997	869016
1022068	1284579
4414	1052835
560255	1084905
121553	121695
1610	264129
735124	1259011
213756	738171
453489	977641
221859	1532705
418914	1205729
719408	981932
258072	258433
113285	899856
145554	932099
61449	1110407
520014	782048
222	1311081
281925	806123
172353	434408
203852	204285
173685	174020
630712	1416722
426463	688228
80414	80806
547953	548299
640078	640501
259603	260014
100307	1148540
1082407	1344994
1297552	1297745
488169	750372
14905	277502
448853	972953
125462	125904
648619	1172603
170097	432572
139006	401206
